resourceId,name,area,description,resourceCategoryId,resourceModel,feeScheduleId,order,maxStay,minCapacity,maxCapacity,zoneCapacity,allowedEquipment,Adjacent To,Barrier Free,Conditions,Cooking Facilities,Dogs Allowed,Double Site,Electrical Service,Exposure,Fee Type,Fire Pit,Fire Pit Available,Fire Pit Location,Ground Cover,Number of Tent Pads,Obstructions,Off-Site Vehicle Parking,On-Site Vehicle Parking,Pad Slope,Park-Private,Picnic Table,Privacy,Pull-through,Quality,Restrictions,Roofed Barrier Free,Rooms,Service Type,Shoreline Access,Shower Distance (m),Shower Type,Site Length (m),Site Shade,Site Width (m),Sleeping Configuration,Swimming Conditions,Toilet,Toilet Distance (m),Toilet Type,Water Tap,Water Tap Distance (m),photo1,photo2,photo3,photo4,photo5,photo6
-2147475152,5,George Lake - A,,-2147483648,0,-32684,50,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,Vehicle Parking,No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic",,,No,,,Premium Rate,,,Back Centre,Gravel,,,Unlimited,1,Slight,,,Average,No,Average,,,,Non-Electric,,,,8.0,Partial Shade - PM Sun,12.0,,,,,,,,https://reservations.ontarioparks.ca/images/b4742a07-62d1-4192-9475-6b77bc94a453.jpg,https://reservations.ontarioparks.ca/images/303d52ab-59ae-4859-bf7c-1bd5ff84311d.jpg,,,,
-2147475276,6,George Lake - A,,-2147483648,0,-32684,60,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,Vehicle Parking,No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic",,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Average,No,Average,,,,Non-Electric,,,,6.0,Full Shade,9.0,,,,,,,,https://reservations.ontarioparks.ca/images/7010174e-ba4f-4007-9ce4-11f3a0cb83bf.jpg,https://reservations.ontarioparks.ca/images/d3add628-d1b0-4aa4-ab34-f55e8cb3e5aa.jpg,https://reservations.ontarioparks.ca/images/6867bc21-3b1a-4f0d-b8ac-1f529e0af15f.jpg,,,
-2147475173,7,George Lake - A,,-2147483648,0,-32684,70,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,Above Avg. Pedestrian Traffic,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Average,No,Average,,,,Non-Electric,,,,7.0,Partial Shade - PM Sun,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/2c7e05ff-da73-4772-a011-2eeccc3a275a.jpg,https://reservations.ontarioparks.ca/images/c298230e-fd81-4501-99b0-c411d25cb253.jpg,,,,
-2147475329,8,George Lake - A,,-2147483648,0,-32684,80,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,Above Avg. Pedestrian Traffic,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Average,No,Good,,,,Non-Electric,,,,9.0,Partial Shade - PM Sun,13.0,,,,,,,,https://reservations.ontarioparks.ca/images/92365e5b-0cc7-4f71-a9ef-12a7517a25f7.jpg,https://reservations.ontarioparks.ca/images/219daca8-b181-4cb7-9354-ecc5dd8bd21e.jpg,https://reservations.ontarioparks.ca/images/ef4dd975-4684-4569-9daa-c1c78db2f17f.jpg,,,
-2147475234,10,George Lake - A,,-2147483648,0,-32684,100,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765; -32768/-32764; -32768/-32763,"Privy, Beach",No,Above Avg. Pedestrian Traffic,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,None,,,Average,No,Good,,,,Non-Electric,,,,10.0,Partial Shade - PM Sun,12.0,,,,,,,,https://reservations.ontarioparks.ca/images/510bde26-d16e-419e-8133-1660f288cd0d.jpg,https://reservations.ontarioparks.ca/images/fbacdefa-3305-48a8-b0ab-f2f8c02443e3.jpg,,,,
-2147475296,11,George Lake - A,,-2147483648,0,-32684,110,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,"Privy, Water Tap",No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,Tree(s),Unlimited,1,Slight,,,Average,No,Good,,,,Non-Electric,,,,11.0,Partial Shade - PM Sun,9.0,,,,,,,,https://reservations.ontarioparks.ca/images/1c5e0e20-8e1c-43d3-8a7e-bddb38c873ba.jpg,https://reservations.ontarioparks.ca/images/089a3bfb-70a1-4cba-a492-3358857b67ea.jpg,,,,
-2147475317,12,George Lake - A,,-2147483648,0,-32684,120,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,None,,,Average,No,Good,,,,Non-Electric,,,,8.0,Partial Shade - PM Sun,9.0,,,,,,,,https://reservations.ontarioparks.ca/images/e96e5eea-799b-45e6-879c-25a842de2c7f.jpg,https://reservations.ontarioparks.ca/images/4975ecc0-da2a-49c4-85db-b790ab3d30d1.jpg,,,,
-2147475202,13,George Lake - A,,-2147483648,0,-32684,130,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,None,,,Average,No,Good,,,,Non-Electric,,,,7.0,Full Shade,11.0,,,,,,,,https://reservations.ontarioparks.ca/images/3880e8a8-f42f-4fa8-847d-e1bc9050908d.jpg,https://reservations.ontarioparks.ca/images/24adfe63-8a45-4cbd-83b7-f9354e83d5fe.jpg,https://reservations.ontarioparks.ca/images/64ce4703-aecf-466a-a888-f8d931a831a4.jpg,,,
-2147475299,14,George Lake - A,,-2147483648,0,-32684,140,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Average,No,Good,,,,Non-Electric,,,,11.0,Full Shade,8.0,,,,,,,,https://reservations.ontarioparks.ca/images/794ebbad-4756-4b03-b467-347022cd7726.jpg,https://reservations.ontarioparks.ca/images/0f13af67-a352-4466-87ec-a31d1a934deb.jpg,https://reservations.ontarioparks.ca/images/97f44af3-7ccf-423a-8c51-03e9d8bdb050.jpg,,,
-2147475319,15,George Lake - A,,-2147483648,0,-32684,150,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,Water Tap,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,Tree(s),Unlimited,1,Slight,,,Average,No,Good,,,,Non-Electric,,,,9.0,Full Shade,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/ad541ed6-3104-414a-9688-84d37c8aa11f.jpg,https://reservations.ontarioparks.ca/images/17fa04a8-2c1a-4a34-9db0-ee7d92b905b8.jpg,,,,
-2147475200,16,George Lake - A,,-2147483648,0,-32684,160,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,Tree(s),Unlimited,1,None,,,Average,No,Good,,,,Non-Electric,,,,9.0,Full Shade,11.0,,,,,,,,https://reservations.ontarioparks.ca/images/22cabe99-9219-410f-971f-0ac06f2635a2.jpg,https://reservations.ontarioparks.ca/images/18ade0b2-46b4-4a3e-a669-eca7d04aaa86.jpg,,,,
-2147475305,17,George Lake - A,,-2147483648,0,-32684,170,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,Privy,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,None,,,Average,No,Good,,,,Non-Electric,,,,10.0,Partial Shade - PM Sun,11.0,,,,,,,,https://reservations.ontarioparks.ca/images/843bde31-1ed2-4558-a158-9d5015f65cb9.jpg,https://reservations.ontarioparks.ca/images/8e7c5d49-f3de-4f86-b675-d1913f918a4a.jpg,https://reservations.ontarioparks.ca/images/524acce3-991b-4017-bc86-c6f8179f043a.jpg,,,
-2147475248,18,George Lake - A,,-2147483648,0,-32684,180,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Average,No,Good,,,,Non-Electric,,,,14.0,Partial Shade - PM Sun,8.0,,,,,,,,https://reservations.ontarioparks.ca/images/62197ae1-f01b-4347-b61b-ddbb5a4238ac.jpg,https://reservations.ontarioparks.ca/images/25e726d3-ef27-499d-8231-8693db00a538.jpg,,,,
-2147475275,19,George Lake - A,,-2147483648,0,-32684,190,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Average,No,Good,,,,Non-Electric,,,,10.0,Partial Shade - PM Sun,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/cddebf1f-7866-4e34-99aa-60a874eff730.jpg,https://reservations.ontarioparks.ca/images/9f73876e-aa39-42d6-942a-152e599284f1.jpg,,,,
-2147475251,20,George Lake - A,,-2147483648,0,-32684,200,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,,,,No,,,Premium Rate,,,Middle Right,Gravel,,,Unlimited,1,Slight,,,Average,No,Good,,,,Non-Electric,,,,9.0,Partial Shade - PM Sun,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/a6e51414-81b1-4b2b-9be8-c03a5175e99f.jpg,https://reservations.ontarioparks.ca/images/040bbff0-57d3-428f-93ac-5826b5c3a45a.jpg,,,,
-2147475254,21,George Lake - A,,-2147483648,0,-32684,210,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Average,No,Good,,,,Non-Electric,,,,8.0,Partial Shade - PM Sun,12.0,,,,,,,,https://reservations.ontarioparks.ca/images/255692d2-1182-4a61-848b-1503a82b4b1d.jpg,https://reservations.ontarioparks.ca/images/f79dd4d2-278c-484b-9874-7654308ac5e4.jpg,,,,
-2147475219,22,George Lake - A,,-2147483648,0,-32684,220,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,Water Tap,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Average,No,Good,,,,Non-Electric,,,,9.0,Partial Shade - PM Sun,11.0,,,,,,,,https://reservations.ontarioparks.ca/images/dc7e9bd4-10aa-4458-9711-181fcaf3f63a.jpg,https://reservations.ontarioparks.ca/images/3c32884a-f7ea-40be-b300-afd550a08763.jpg,,,,
-2147475153,23,George Lake - A,,-2147483648,0,-32684,230,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,Water Tap,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Good,No,Good,,,,Non-Electric,,,,10.0,Full Shade,9.0,,,,,,,,https://reservations.ontarioparks.ca/images/ef681a00-0937-4e21-b86b-ba4834ffd0f5.jpg,https://reservations.ontarioparks.ca/images/480b37a7-cb79-484c-9efb-666fd19f1222.jpg,,,,
-2147475226,24,George Lake - A,,-2147483648,0,-32684,240,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Good,No,Good,,,,Non-Electric,,,,9.0,Full Shade,9.0,,,,,,,,https://reservations.ontarioparks.ca/images/6923032a-f98f-4c6f-88ea-d90ee3068462.jpg,https://reservations.ontarioparks.ca/images/9a3183d9-2122-4969-a720-a4c473b4303c.jpg,,,,
-2147475236,25,George Lake - A,,-2147483648,0,-32684,250,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Good,No,Good,,,,Non-Electric,,,,9.0,Partial Shade - PM Sun,12.0,,,,,,,,https://reservations.ontarioparks.ca/images/cc3e55a8-006e-4f51-9a56-e3c641079fe8.jpg,https://reservations.ontarioparks.ca/images/098b94de-742f-4e82-842a-3d68560b5cd7.jpg,https://reservations.ontarioparks.ca/images/5c41fc40-a410-4956-9b07-126a87113b64.jpg,,,
-2147475159,26,George Lake - A,,-2147483648,0,-32684,260,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,None,,,Good,No,Good,,,,Non-Electric,,,,10.0,Full Shade,8.0,,,,,,,,https://reservations.ontarioparks.ca/images/1f2b3e03-b2b5-48df-ba8a-0808ef1dfb49.jpg,https://reservations.ontarioparks.ca/images/cd59b9ae-d467-438a-9b9c-ba52004e2715.jpg,https://reservations.ontarioparks.ca/images/df84db15-cdbb-499e-820a-2c23e440cef3.jpg,,,
-2147475350,27,George Lake - A,,-2147483648,0,-32684,270,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,"Privy, Water Tap",No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,Tree(s),Unlimited,1,Slight,,,Good,No,Good,,,,Non-Electric,,,,12.0,Full Shade,7.0,,,,,,,,https://reservations.ontarioparks.ca/images/1faa7fcd-2b53-4666-bf9d-4be742941125.jpg,https://reservations.ontarioparks.ca/images/c5436220-cf1b-4e9c-b956-705e6b473405.jpg,https://reservations.ontarioparks.ca/images/72f7592e-ca75-4bfe-b97f-9ce2dab3033b.jpg,,,
-2147475151,28,George Lake - A,,-2147483648,0,-32684,280,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Good,No,Good,,,,Non-Electric,,,,10.0,Full Shade,9.0,,,,,,,,https://reservations.ontarioparks.ca/images/874f6021-8cb5-47c7-979c-2981cbca6d6a.jpg,https://reservations.ontarioparks.ca/images/8dfd9c76-8b52-4367-9dd5-8ed1e66173dd.jpg,https://reservations.ontarioparks.ca/images/0f25f731-efdb-497a-b901-ba4be3f4f05d.jpg,,,
-2147475263,29,George Lake - A,,-2147483648,0,-32684,290,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,Root(s),Unlimited,1,None,,,Good,No,Good,,,,Non-Electric,,,,10.0,Full Shade,8.0,,,,,,,,https://reservations.ontarioparks.ca/images/22f9a635-0b20-451f-8bd0-8f412f65b9e7.jpg,https://reservations.ontarioparks.ca/images/6b17868d-49e6-43c9-a4bc-b29cbc723703.jpg,,,,
-2147475197,37,George Lake - A,"Site renumbered for 2026, previously was campsite 31.",-2147483648,0,-32684,370,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765; -32768/-32764; -32768/-32763,"Water Tap, Vehicle Parking",No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic",,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,None,,,Poor,No,Average,,,,Non-Electric,,,,12.0,Partial Shade - PM Sun,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/7a6b1f72-f262-4995-9383-e36614926aed.jpg,https://reservations.ontarioparks.ca/images/e75e8064-d780-4850-b084-f3bdaab57049.jpg,,,,
-2147475252,38,George Lake - A,"Site renumbered for 2026, previously was campsite 32.",-2147483648,0,-32684,380,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,"Water Tap, Vehicle Parking",No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic",,,No,,,Premium Rate,,,Middle Left,Gravel,,Tree(s),Unlimited,1,Slight,,,Poor,No,Average,,,,Non-Electric,,,,9.0,Partial Shade - PM Sun,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/ec09ed4d-4a4f-460f-a35c-60c2d260e2df.jpg,https://reservations.ontarioparks.ca/images/2e9a3484-ba32-446c-97f3-edf110e1079d.jpg,,,,
-2147475262,39,George Lake - A,"Site renumbered for 2026, previously was campsite 33.",-2147483648,0,-32684,390,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,"Refuse Disposal, Vehicle Parking",No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic, Corner Site",,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Poor,No,Average,,,,Non-Electric,,,,12.0,Partial Shade - PM Sun,6.0,,,,,,,,https://reservations.ontarioparks.ca/images/b906afbb-c26a-44a0-b08e-7f0788ef85b8.jpg,https://reservations.ontarioparks.ca/images/cf1ee1a6-5a00-4b7e-8ce9-1a4aa75f0382.jpg,,,,
-2147475295,W1,George Lake - A (Winter),"Parking at campsite post. Short walk into site required.
Site renumbered for 2026, previously was campsite 30.",-2147483648,0,-32684,300,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,,No,,,,No,,,Premium Rate,,,Middle Right,Gravel,,Tree(s),Unlimited,1,None,,,Good,No,Good,Walk In,,,Non-Electric,,,,8.0,Full Shade,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/a5b7d799-85d2-4dd0-a801-af4b5ecbcfe8.jpg,https://reservations.ontarioparks.ca/images/316622dc-aa86-4802-8ab1-fcc6f09dada9.jpg,,,,
-2147475277,Y1,George Lake - A (Yurt),"Biome Yurt.

Walk-in (50m in summer, 500m in winter).",-2147483646,0,-32344,2010,,,6,,,,,,Outdoor,No,No,15 Amps,,Regular Rate,,,Front Right,"Gravel, Soil",,,2,,None,,,Good,,Good,"Walk In, No Motorboats",No,1.0,Electric,,300.0,Outdoor,4.0,Full Shade,4.0,Two Single/Double Bunk Beds,,Outdoor,70.0,,Outdoor,37.0,https://reservations.ontarioparks.ca/images/d224a618-3250-44d7-a2bf-d1ce6b7b062f.jpg,https://reservations.ontarioparks.ca/images/f78f53af-2f44-4811-9568-c11c8a6fe5c6.jpg,https://reservations.ontarioparks.ca/images/45d7dc8b-515a-4611-9949-dc175410c06c.jpg,https://reservations.ontarioparks.ca/images/b1f0167d-bbba-4dc5-a137-272f24c96e28.jpg,https://reservations.ontarioparks.ca/images/651ea660-ba90-455a-acb2-02c9fde9d6bb.jpg,
-2147475265,Y2,George Lake - A (Yurt),"Biome Yurt.

Walk-in (100m in summer, 500m in winter).",-2147483646,0,-32344,2020,,,6,,,,,,Outdoor,No,No,15 Amps,,Regular Rate,,,Front Right,"Gravel, Soil",,,2,,None,,,Good,,Good,"Walk In, No Motorboats",No,1.0,Electric,,350.0,Outdoor,4.0,Full Shade,4.0,Two Single/Double Bunk Beds,,Outdoor,116.0,,Outdoor,30.0,https://reservations.ontarioparks.ca/images/583cb826-af8c-4f93-8d07-8ec0782a7162.jpg,https://reservations.ontarioparks.ca/images/af4a90d0-4082-46af-ac3c-2c2b3182b8e8.jpg,https://reservations.ontarioparks.ca/images/d5f29416-aa2d-4193-b498-3b7bec3fd388.jpg,https://reservations.ontarioparks.ca/images/56338b9d-d6ec-4359-bad5-145a61309f69.jpg,https://reservations.ontarioparks.ca/images/845f2a90-c1dc-4000-93ac-bf66ea8e681b.jpg,
-2147475201,Y3,George Lake - A (Yurt),"Walk-in (50m to 150m in summer, 500m in winter).",-2147483646,0,-32344,2030,,,6,,,,,,Outdoor,No,No,15 Amps,,Regular Rate,,,Front Right,"Gravel, Soil",,,2,,None,,,Good,,Good,"Walk In, No Motorboats",No,1.0,Electric,,400.0,Outdoor,4.0,Full Shade,4.0,Two Single/Double Bunk Beds,,Outdoor,170.0,,Outdoor,82.0,https://reservations.ontarioparks.ca/images/35ea0628-1b76-4180-b4bd-ccef789ef64d.jpg,https://reservations.ontarioparks.ca/images/78b2ea1f-bc5a-4757-948a-79d60ef8b812.jpg,https://reservations.ontarioparks.ca/images/2a636b05-2670-464c-84a7-e5aa0d5182d3.jpg,https://reservations.ontarioparks.ca/images/31c27306-7efd-4986-bcdc-43b93467949d.jpg,https://reservations.ontarioparks.ca/images/7e9e4bdf-4946-40c9-bf0e-ad6a7080eff1.jpg,
-2147475180,Y4,George Lake - A (Yurt),"Walk-in (50m to 150m in summer, 500m in winter).",-2147483646,0,-32344,2040,,,6,,,,,,Outdoor,No,No,15 Amps,,Regular Rate,,,Front Right,"Gravel, Soil",,,2,,None,,,Good,,Good,"Walk In, No Motorboats",No,1.0,Electric,,440.0,Outdoor,4.0,Full Shade,4.0,Two Single/Double Bunk Beds,,Outdoor,200.0,,Outdoor,120.0,https://reservations.ontarioparks.ca/images/5c4a9472-66ba-4654-9dbb-17aa30eaceb9.jpg,https://reservations.ontarioparks.ca/images/44261b7d-4188-4482-8fd9-d1f0ace204b6.jpg,https://reservations.ontarioparks.ca/images/391687a6-4309-44c2-bce0-6ca84720111e.jpg,https://reservations.ontarioparks.ca/images/27a80435-f4d4-4d59-81eb-b56fab16cf26.jpg,https://reservations.ontarioparks.ca/images/958b0794-6f0c-462b-af3c-feaad2d9e192.jpg,
-2147475281,Y5,George Lake - A (Yurt),"Walk-in (50m to 150m in summer, 500m in winter).",-2147483646,0,-32344,2050,,,6,,,,,,Outdoor,No,No,15 Amps,,Regular Rate,,,Front Right,"Gravel, Soil",,,2,,None,,,Good,,Good,"Walk In, No Motorboats",No,1.0,Electric,,375.0,Outdoor,4.0,Full Shade,4.0,Two Single/Double Bunk Beds,,Outdoor,140.0,,Outdoor,55.0,https://reservations.ontarioparks.ca/images/e1489339-e740-4786-8ce2-ef85a967932b.jpg,https://reservations.ontarioparks.ca/images/24e1b553-a07d-4eb7-ac4a-cacd8ac28afc.jpg,https://reservations.ontarioparks.ca/images/c33a7ed0-489b-4203-9e2f-ce6736f9a958.jpg,https://reservations.ontarioparks.ca/images/9d13dd14-0ee3-47ff-a710-092d523971ec.jpg,https://reservations.ontarioparks.ca/images/2eb305d5-3c48-4135-883b-238bcda4447c.jpg,
-2147475288,Y6,George Lake - A (Yurt),"Walk-in (50m to 150m in summer, 500m in winter).",-2147483646,0,-32344,2060,,,6,,,,,,Outdoor,Yes,No,15 Amps,,Regular Rate,,,Front Right,"Gravel, Soil",,,2,,None,,,Good,,Good,Walk In,No,1.0,Electric,,320.0,Outdoor,4.0,Full Shade,4.0,Two Single/Double Bunk Beds,,Outdoor,90.0,,Outdoor,57.0,https://reservations.ontarioparks.ca/images/942474d5-c997-42d7-a980-1336477c4853.jpg,https://reservations.ontarioparks.ca/images/614a60ec-d6d6-4cdb-b2a7-bfb3732f33f1.jpg,https://reservations.ontarioparks.ca/images/267b2d1b-2493-4461-b684-1313480d513b.jpg,https://reservations.ontarioparks.ca/images/5be2c361-935b-4368-99a3-d6929b680230.jpg,,
-2147475286,40,George Lake - B,"Site renumbered for 2026, previously was campsite 36.",-2147483648,0,-32684,400,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,Yes,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic",,,No,,,Premium Rate,,,Middle Left,Gravel,,Tree(s),Unlimited,1,Slight,,,Average,No,Average,,,,Non-Electric,,,,14.0,Partial Shade - PM Sun,8.0,,,,,,,,https://reservations.ontarioparks.ca/images/1e978985-5e5e-46db-9fb3-686b7e7d6c9d.png,https://reservations.ontarioparks.ca/images/9fa97254-b69c-4ec9-b44a-e1fac65e586f.jpg,https://reservations.ontarioparks.ca/images/aed22358-6e6d-461b-a1aa-d023eaf57b09.jpg,https://reservations.ontarioparks.ca/images/4aa22b05-83e7-4ead-aaa3-78523987e606.jpg,,
-2147475231,41,George Lake - B,"Site renumbered for 2026, previously was campsite 38.",-2147483648,0,-32684,410,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic, Corner Site",,,No,,,Premium Rate,,,Middle Left,Gravel,,Tree(s),Unlimited,1,None,,,Average,No,Average,,,,Non-Electric,,,,9.0,Partial Shade - PM Sun,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/477f6629-cfbd-41a0-98a6-16f4277fa4cf.jpg,https://reservations.ontarioparks.ca/images/a69cd799-fb21-44aa-9dc6-539a8c556ecc.jpg,https://reservations.ontarioparks.ca/images/61eb9d5f-d0ea-411d-b6f2-f69247d946d9.jpg,,,
-2147475315,42,George Lake - B,"Site renumbered for 2026, previously was campsite 37.",-2147483648,0,-32684,420,,1,6,,-32768/-32768; -32768/-32767,,No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic",,,No,,,Premium Rate,,,Middle Left,Gravel,,Tree(s),Unlimited,1,Slight,,,Average,No,Average,,,,Non-Electric,,,,12.0,Partial Shade - PM Sun,9.0,,,,,,,,https://reservations.ontarioparks.ca/images/35af50cc-11ce-4d7f-a2ce-db1b3a4b57eb.jpg,https://reservations.ontarioparks.ca/images/bae95118-d47f-4342-b990-2b1ba6f6b702.jpg,https://reservations.ontarioparks.ca/images/3bf184ce-5550-4c06-9f6d-975dbce08fe2.jpg,,,
-2147475235,43,George Lake - B,"Site renumbered for 2026, previously was campsite 40.",-2147483648,0,-32684,430,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Good,No,Good,,,,Non-Electric,,,,13.0,Partial Shade - PM Sun,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/f0a43350-346d-41d2-9004-45a5b4404998.jpg,https://reservations.ontarioparks.ca/images/964c2ca4-7471-4d26-b1f6-6dd47389c3b9.jpg,,,,
-2147475301,44,George Lake - B,"Site renumbered for 2026, previously was campsite 42.",-2147483648,0,-32684,440,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,Tree(s),Unlimited,1,Slight,,,Good,No,Good,,,,Non-Electric,,,,11.0,Partial Shade - PM Sun,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/89fa4eac-a6af-4727-89db-ce89e17673fb.jpg,https://reservations.ontarioparks.ca/images/5780d895-d96e-416a-b2f0-5278c5453723.jpg,,,,
-2147475176,45,George Lake - B,,-2147483648,0,-32684,450,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,Privy,No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic",,,No,,,Premium Rate,,,Middle Left,Gravel,,Tree(s),Unlimited,1,Moderate,,,Poor,No,Average,,,,Non-Electric,,,,11.0,Partial Shade - PM Sun,9.0,,,,,,,,https://reservations.ontarioparks.ca/images/f3295ca5-a28e-4657-87be-a6911fd36554.jpg,https://reservations.ontarioparks.ca/images/528e569e-8c28-4aa4-a58f-e6beeaa8e563.jpg,https://reservations.ontarioparks.ca/images/81800067-d0fc-409e-869b-ff14b0869cb2.jpg,,,
-2147475244,46,George Lake - B,,-2147483648,0,-32684,460,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,Privy,No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic",,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Poor,No,Average,,,,Non-Electric,,,,7.0,Partial Shade - PM Sun,8.0,,,,,,,,https://reservations.ontarioparks.ca/images/acf42861-efc7-42d2-a254-c88c1ea634fc.jpg,https://reservations.ontarioparks.ca/images/8dc5d6db-84ad-4eed-9ebc-17ec47984b9d.jpg,https://reservations.ontarioparks.ca/images/7497e71e-4f42-4c36-906b-627072180f4d.jpg,,,
