resourceId,name,area,description,resourceCategoryId,resourceModel,feeScheduleId,order,maxStay,minCapacity,maxCapacity,zoneCapacity,allowedEquipment,availability,campground,equipmentBucket,mapIds,Adjacent To,Alcohol Permitted,Barrier Free,Charcoal Barbeque,Conditions,Cooking Facilities,Dogs Allowed,Double Site,Electrical Service,Fee Type,Fire Pit Available,Fire Pit Location,Ground Cover,Obstructions,Off-Site Vehicle Parking,On-Site Vehicle Parking,Outlet Distance (m),Pad Slope,Park-Private,Privacy,Pull-through,Quality,Restrictions,Roofed Barrier Free,Rooms,Service Type,Shower Type,Site Length (m),Site Shade,Site Width (m),Sleeping Configuration,Toilet,Water Tap,photo1,photo2,photo3,photo4,photo5,photo6
-2147481592,E1,,,-2147483648,0,-32763,10,,1,6,,1,Available,E sites · electric (6),Tent only,-2147483606,,,No,,,,,No,,Regular Rate,,Middle Right,"Grass, Soil",,2,0,,,,Good,,Good,"Walk In, Radio Free",,,Non-Electric,,17.0,Full Shade,12.0,,,,https://reservations.ontarioparks.ca/images/ffbf49f0-f68b-4b67-afe6-de06dd6dd9ce.jpg,https://reservations.ontarioparks.ca/images/ffbfc28c-0e39-4606-91af-fe0145792d2d.jpg,https://reservations.ontarioparks.ca/images/ff44f08e-c1b3-48e9-9dd3-3d11fd1b30fe.jpg,,,
-2147481679,E2,,,-2147483648,0,-32763,20,,1,6,,1,Available,E sites · electric (6),Trailer / motorhome,-2147483606,,,No,,,,,No,,Regular Rate,,Back Left,"Grass, Soil",,2,0,,,,Good,,Good,"Walk In, Radio Free",,,Non-Electric,,20.0,Full Shade,11.0,,,,https://reservations.ontarioparks.ca/images/83bc6c7a-7759-43a6-b7a6-e11e9ef6ce70.jpg,https://reservations.ontarioparks.ca/images/d45ed287-2b3f-46cf-bb1f-38c163473671.jpg,https://reservations.ontarioparks.ca/images/8f830beb-3cd5-4c6c-a031-da9281b6cc16.jpg,,,
-2147481843,E3,,,-2147483648,0,-32763,30,,1,6,,1,Available,E sites · electric (6),Tent only,-2147483606,,,No,,,,,No,,Regular Rate,,Back Centre,"Grass, Soil",,2,0,,,,Good,,Good,"Walk In, Radio Free",,,Non-Electric,,13.0,Full Shade,11.0,,,,https://reservations.ontarioparks.ca/images/110e7669-6270-463f-bebe-ad678bada06c.jpg,https://reservations.ontarioparks.ca/images/2a7b196f-959f-4a2f-a028-99ec0de52f71.jpg,https://reservations.ontarioparks.ca/images/22869e52-982d-4c33-92af-96b35a76d463.jpg,,,
-2147481665,E4,,,-2147483648,0,-32763,40,,1,6,,1,Available,E sites · electric (6),Tent only,-2147483606,,,No,,,,,No,,Regular Rate,,Back Left,"Grass, Soil",,2,0,,,,Good,,Good,"Walk In, Radio Free",,,Non-Electric,,14.0,Full Shade,10.0,,,,https://reservations.ontarioparks.ca/images/3a6c206f-b08e-43cd-b960-e4e9feb7863b.jpg,https://reservations.ontarioparks.ca/images/be6807a4-aa31-41a5-b1f6-ea4aa10ca33d.jpg,https://reservations.ontarioparks.ca/images/69cb4cc6-e0b4-4942-a913-bdc69aed318b.jpg,,,
-2147482024,E5,,,-2147483648,0,-32763,50,,1,6,,1,Available,E sites · electric (6),Tent only,-2147483606,,,No,,,,,No,,Regular Rate,,Back Centre,"Grass, Soil",,2,0,,,,Good,,Good,"Walk In, Radio Free",,,Non-Electric,,17.0,Full Shade,14.0,,,,https://reservations.ontarioparks.ca/images/fb6aadae-2c3b-4c65-b190-de7d4f4d18ea.jpg,https://reservations.ontarioparks.ca/images/60d78701-57b3-467d-949c-ec227e560550.jpg,https://reservations.ontarioparks.ca/images/1f1e77e4-4c39-45ce-9418-6a89d734d18b.jpg,,,
-2147481983,E6,,,-2147483648,0,-32763,60,,1,6,,1,Available,E sites · electric (6),Tent only,-2147483606,,,No,,,,,No,,Regular Rate,,Front Left,"Grass, Soil",,2,0,,,,Good,,Good,"Walk In, Radio Free",,,Non-Electric,,11.0,Full Shade,16.0,,,,https://reservations.ontarioparks.ca/images/a888c766-bf18-46d4-90a6-8991289cefab.jpg,https://reservations.ontarioparks.ca/images/ce9c9998-02b1-4511-b5d0-a8dd375cf11f.jpg,https://reservations.ontarioparks.ca/images/311b2435-42a1-4e8d-9eaf-60180b6b2291.jpg,,,
-2147481797,100,,,-2147483648,0,-32763,6000,,1,6,,6,Available,Sites #100-128 (30),Trailer / motorhome,-2147483613,Water Tap,,No,,Above Avg. Vehicular Traffic,,,No,,Regular Rate,,Back Right,Soil,,1,2,,,,Average,No,Average,,,,Non-Electric,,22.0,Partial Shade - PM Sun,25.0,,,,https://reservations.ontarioparks.ca/images/e75fab5b-16b0-4a95-ae39-55dbac9f8283.jpg,https://reservations.ontarioparks.ca/images/07b2b2c1-50bf-400d-95fb-dec0ff72149a.jpg,,,,
-2147481791,101,,,-2147483648,0,-32763,6010,,1,6,,4,Walk-in,Sites #100-128 (30),Small trailer / pop-up,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Middle Left,Grass,,1,2,,,Yes,Poor,Yes,Average,,,,Non-Electric,,16.0,No Shade/Full Sun,21.0,,,,https://reservations.ontarioparks.ca/images/dcac6113-a756-45f5-8c97-fd7ec199e744.jpg,https://reservations.ontarioparks.ca/images/57ae7eb4-6347-4c95-8b88-ba694ab2ccd5.jpg,,,,
-2147481558,102,,,-2147483648,0,-32763,6020,,1,6,,4,Available,Sites #100-128 (30),Small trailer / pop-up,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Centre,"Grass, Soil",,1,2,,,,Poor,Yes,Average,,,,Non-Electric,,16.0,No Shade/Full Sun,17.0,,,,https://reservations.ontarioparks.ca/images/865fbe7d-61e4-4d56-bf95-4b3c503ee1d3.jpg,https://reservations.ontarioparks.ca/images/d56c144f-cba4-4b58-9a76-fdaa9c65c29d.jpg,,,,
-2147481606,103,,,-2147483648,0,-32763,6030,,1,6,,4,Walk-in,Sites #100-128 (30),Small trailer / pop-up,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Right,"Grass, Soil",,1,2,,,Yes,Poor,Yes,Average,,,,Non-Electric,,15.0,Partial Shade,20.0,,,,https://reservations.ontarioparks.ca/images/7238f594-bd8b-4dbf-9e1a-ef4fd146d14e.jpg,https://reservations.ontarioparks.ca/images/e429d40e-cc33-44be-9145-f5d4b787df63.jpg,,,,
-2147481698,104,,,-2147483648,0,-32763,6040,,1,6,,4,Available,Sites #100-128 (30),Small trailer / pop-up,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Left,"Grass, Soil",,1,2,,,,Poor,Yes,Average,,,,Non-Electric,,16.0,No Shade/Full Sun,18.0,,,,https://reservations.ontarioparks.ca/images/4f68ebee-b7cf-4194-a464-71d0be2b50ed.jpg,https://reservations.ontarioparks.ca/images/d7b731f4-f5f2-445a-8b19-2c64f268d439.jpg,,,,
-2147481911,105,,,-2147483648,0,-32763,6050,,1,6,,4,Available,Sites #100-128 (30),Small trailer / pop-up,-2147483613,Campsite (less than 100m),,No,,Corner Site,,,No,,Regular Rate,,Back Right,"Grass, Soil",,1,2,,Slight,,Poor,Yes,Average,,,,Non-Electric,,16.0,Partial Shade,31.0,,,,https://reservations.ontarioparks.ca/images/e660a428-cca7-485c-bd4b-e963218601ce.jpg,,,,,
-2147481624,106,,,-2147483648,0,-32763,6060,,1,6,,6,Available,Sites #100-128 (30),Trailer / motorhome,-2147483613,Water Tap,,No,,Above Avg. Vehicular Traffic,,,No,,Regular Rate,,Back Left,Soil,,1,2,,,,Average,No,Average,,,,Non-Electric,,20.0,Partial Shade - PM Sun,15.0,,,,https://reservations.ontarioparks.ca/images/70d0a4f9-2985-488c-92a8-9a92ed362830.jpg,https://reservations.ontarioparks.ca/images/be4fade9-f6fc-4c9f-8841-ab0757b4d17f.jpg,,,,
-2147481916,107,,,-2147483648,0,-32763,6070,,1,6,,4,Available,Sites #100-128 (30),Small trailer / pop-up,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Middle Right,Soil,,1,2,,Slight,,Average,No,Average,,,,Non-Electric,,16.0,Partial Shade - PM Sun,15.0,,,,https://reservations.ontarioparks.ca/images/21c8552e-793c-44fa-991a-0641df140c43.jpg,https://reservations.ontarioparks.ca/images/8d2e33ff-d4f5-4701-bffd-75f01cc5d8b0.jpg,,,,
-2147481769,108,,,-2147483648,0,-32763,6080,,1,6,,4,Available,Sites #100-128 (30),Trailer / motorhome,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Centre,"Grass, Soil",,1,2,,,,Poor,Yes,Average,,,,Non-Electric,,18.0,No Shade/Full Sun,22.0,,,,https://reservations.ontarioparks.ca/images/57e9ec9d-f5fc-4b37-9df6-6b820e339ece.jpg,https://reservations.ontarioparks.ca/images/463ee95d-8f42-431c-b15e-ba0f6865595d.jpg,,,,
-2147482005,109,,,-2147483648,0,-32763,6090,,1,6,,4,Available,Sites #100-128 (30),Trailer / motorhome,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Right,Soil,,1,2,,,,Poor,Yes,Average,,,,Non-Electric,,18.0,Partial Shade,25.0,,,,https://reservations.ontarioparks.ca/images/952e5f22-6652-4f3e-8b5d-e4550848a7c9.jpg,,,,,
-2147481828,110,,,-2147483648,0,-32763,6100,,1,6,,2,Available,Sites #100-128 (30),Trailer / motorhome,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Centre,"Grass, Soil",,1,2,,,,Poor,Yes,Average,,,,Non-Electric,,18.0,No Shade/Full Sun,23.0,,,,https://reservations.ontarioparks.ca/images/8d92793d-d214-4b95-8b54-9689ec9c5eb7.jpg,https://reservations.ontarioparks.ca/images/efc09fc2-f9f7-47de-8278-ca0af2c1db2d.jpg,,,,
-2147481520,111,,,-2147483648,0,-32763,6110,,1,6,,4,Available,Sites #100-128 (30),Trailer / motorhome,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Centre,"Grass, Soil",,1,2,,,,Poor,Yes,Average,,,,Non-Electric,,18.0,No Shade/Full Sun,25.0,,,,https://reservations.ontarioparks.ca/images/e6b0187c-745e-49fa-9a1e-51fb29cdeda6.jpg,https://reservations.ontarioparks.ca/images/8d96909e-1175-4a80-a6bd-8d3cfa37fde0.jpg,https://reservations.ontarioparks.ca/images/b8938eb8-eade-423d-934b-7356a0e7d820.jpg,,,
-2147482017,112,,,-2147483648,0,-32763,6120,,1,6,,4,Available,Sites #100-128 (30),Small trailer / pop-up,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Front Right,"Grass, Soil",,1,2,,Uneven,,Average,Yes,Average,,,,Non-Electric,,10.0,Partial Shade,22.0,,,,https://reservations.ontarioparks.ca/images/1f1d7a4e-148c-41c6-9c07-6ccad9491b78.jpg,https://reservations.ontarioparks.ca/images/78af1530-cea3-484e-b576-ddb191abcb91.jpg,https://reservations.ontarioparks.ca/images/58bd292e-abd0-4dfb-9dbb-7b5d5274691e.jpg,,,
-2147481850,113,,,-2147483648,0,-32763,6130,,1,6,,3,Available,Sites #100-128 (30),Trailer / motorhome,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Front Right,"Grass, Soil",Tree(s),1,2,,Slight,,Poor,Yes,Average,,,,Non-Electric,,18.0,Partial Shade,14.0,,,,https://reservations.ontarioparks.ca/images/27732b13-11c4-43b2-b185-0737d6b38b56.jpg,https://reservations.ontarioparks.ca/images/c45bd6b9-7674-4def-b801-fb9a6ec7c58a.jpg,,,,
-2147481517,114,,,-2147483648,0,-32763,6140,,1,6,,4,Available,Sites #100-128 (30),Small trailer / pop-up,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Left,Soil,,1,2,,Slight,,Average,No,Average,,,,Non-Electric,,13.0,Partial Shade - PM Sun,17.0,,,,https://reservations.ontarioparks.ca/images/c3b2de43-6c55-4eab-b20e-49bc94a9ea6d.jpg,https://reservations.ontarioparks.ca/images/b0ff38df-5c51-43e6-8fee-e3690b521576.jpg,,,,
-2147481881,115,,,-2147483648,0,-32763,6150,,1,6,,4,Available,Sites #100-128 (30),Trailer / motorhome,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Front Right,Soil,Tree(s),1,2,,,,Poor,Yes,Average,,,,Non-Electric,,20.0,Partial Shade,20.0,,,,https://reservations.ontarioparks.ca/images/bb218ad9-e68b-4015-b83d-9a9c34ed5191.jpg,https://reservations.ontarioparks.ca/images/140305e5-99a2-4de3-ad07-e6de9ed54537.jpg,https://reservations.ontarioparks.ca/images/535a3f00-1bbb-4e31-a581-4f7c23b6ebb4.jpg,,,
-2147481607,116,,,-2147483648,0,-32763,6160,,1,6,,4,Available,Sites #100-128 (30),Small trailer / pop-up,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Front Centre,Soil,,1,2,,,,Poor,Yes,Average,,,,Non-Electric,,15.0,Partial Shade,22.0,,,,https://reservations.ontarioparks.ca/images/3abb1b46-dc9d-4235-8772-d0f0754a9ef8.jpg,,,,,
-2147481824,117,,,-2147483648,0,-32763,6170,,1,6,,4,Available,Sites #100-128 (30),Trailer / motorhome,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Middle Right,"Grass, Soil",,1,2,,,,Poor,Yes,Average,,,,Non-Electric,,20.0,No Shade/Full Sun,26.0,,,,https://reservations.ontarioparks.ca/images/9caedafb-3017-439b-9e12-b584fa21128a.jpg,,,,,
-2147482016,118,,,-2147483648,0,-32763,6180,,1,6,,4,Available,Sites #100-128 (30),Small trailer / pop-up,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Centre,Soil,,1,2,,,,Poor,Yes,Average,,,,Non-Electric,,15.0,Partial Shade,17.0,,,,https://reservations.ontarioparks.ca/images/be08d3d8-28b7-44d5-bcc0-bfeee395020b.jpg,https://reservations.ontarioparks.ca/images/5ba56d56-32fe-4ea5-8713-95f75c0d1955.jpg,,,,
-2147481740,119,,,-2147483648,0,-32763,6190,,1,6,,4,Available,Sites #100-128 (30),Trailer / motorhome,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Middle Right,"Grass, Soil",,1,2,,Slight,,Poor,Yes,Average,,,,Non-Electric,,18.0,No Shade/Full Sun,20.0,,,,https://reservations.ontarioparks.ca/images/c6a2650f-3329-4d05-b03e-f38c258cb19b.jpg,https://reservations.ontarioparks.ca/images/6d464cd7-7480-4b6e-9aeb-16667333f3e8.jpg,,,,
-2147481611,120,,,-2147483648,0,-32763,6200,,1,6,,4,Available,Sites #100-128 (30),Small trailer / pop-up,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Front Centre,"Grass, Soil",,1,2,,Slight,,Poor,Yes,Average,,,,Non-Electric,,15.0,No Shade/Full Sun,30.0,,,,https://reservations.ontarioparks.ca/images/62f16f37-425b-433c-80d0-bc0c1157241d.jpg,https://reservations.ontarioparks.ca/images/0d0adcf6-ff04-4489-8bca-f758d83aa4ae.jpg,,,,
-2147481540,121,,,-2147483648,0,-32763,6210,,1,6,,3,Available,Sites #100-128 (30),Trailer / motorhome,-2147483613,Campsite (less than 100m),,No,,Corner Site,,,No,,Regular Rate,,Back Centre,Soil,,1,2,,Severe,,Average,No,Good,,,,Non-Electric,,18.0,Partial Shade - PM Sun,17.0,,,,https://reservations.ontarioparks.ca/images/596cbe8a-c45d-43fa-9efe-741347e97d3f.jpg,https://reservations.ontarioparks.ca/images/557f53ff-3d18-4e09-9d98-0ef0735eafe3.jpg,,,,
-2147481556,122,,,-2147483648,0,-32763,6220,,1,6,,4,Available,Sites #100-128 (30),Small trailer / pop-up,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Front Centre,"Grass, Soil",,1,2,,,,Poor,Yes,Average,,,,Non-Electric,,15.0,No Shade/Full Sun,20.0,,,,https://reservations.ontarioparks.ca/images/d1a010f3-7576-4b4f-bf55-c000bcb7c598.jpg,https://reservations.ontarioparks.ca/images/9f8ef5b2-6612-42df-99c2-3344bf07fa6c.jpg,,,,
-2147481697,123,,,-2147483648,0,-32763,6230,,1,6,,5,Available,Sites #100-128 (30),Trailer / motorhome,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Right,"Grass, Soil",Tree(s),1,2,,,,Poor,Yes,Average,,,,Non-Electric,,14.0,Partial Shade,26.0,,,,https://reservations.ontarioparks.ca/images/fda2e363-4c34-416c-a9f6-4ddc90bdc06d.jpg,https://reservations.ontarioparks.ca/images/18341ef5-62fb-43c6-8232-e0a9e6413db2.jpg,,,,
-2147481896,124,,,-2147483648,0,-32763,6240,,1,6,,3,Available,Sites #100-128 (30),Small trailer / pop-up,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Middle Right,Soil,Rock(s),1,2,,,,Poor,No,Average,,,,Non-Electric,,15.0,Partial Shade,15.0,,,,https://reservations.ontarioparks.ca/images/b2992595-a47c-4430-b86e-54cdcc388c26.jpg,https://reservations.ontarioparks.ca/images/127bae55-0be5-4399-acdf-82deb5d01a7d.jpg,https://reservations.ontarioparks.ca/images/0c7d01b5-9aae-499d-9d9d-cdd1501b0c3c.jpg,,,
-2147481638,125,,,-2147483648,0,-32763,6250,,1,6,,4,Available,Sites #100-128 (30),Trailer / motorhome,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Back Right,"Grass, Soil",,1,2,,,,Poor,Yes,Average,,,,Non-Electric,,18.0,No Shade/Full Sun,14.0,,,,https://reservations.ontarioparks.ca/images/ead75993-e4c9-4a45-af59-e808b4a9d32c.jpg,https://reservations.ontarioparks.ca/images/02ccf810-597c-4712-96f6-067fde2d3738.jpg,,,,
-2147481511,126,,,-2147483648,0,-32763,6260,,1,6,,3,Available,Sites #100-128 (30),Small trailer / pop-up,-2147483613,Campsite (less than 100m),,No,,Corner Site,,,No,,Regular Rate,,Back Centre,"Grass, Soil",,1,2,,,,Poor,No,Average,,,,Non-Electric,,8.0,No Shade/Full Sun,25.0,,,,https://reservations.ontarioparks.ca/images/d667cdf3-e083-4b90-ae61-c303f77d1ff2.jpg,https://reservations.ontarioparks.ca/images/59ef50d5-122a-4ab2-84ab-a7960539aa59.jpg,,,,
-2147481895,127,,,-2147483648,0,-32763,6270,,1,6,,4,Available,Sites #100-128 (30),Trailer / motorhome,-2147483613,Campsite (less than 100m),,No,,Corner Site,,,No,,Regular Rate,,Back Right,"Grass, Soil",,1,2,,Slight,,Poor,Yes,Average,,,,Non-Electric,,19.0,Partial Shade,22.0,,,,https://reservations.ontarioparks.ca/images/582c0528-ae13-465f-a1f3-5e61ca7bb5d9.jpg,https://reservations.ontarioparks.ca/images/df2c3031-31a8-4cff-9a7c-c155067dfde9.jpg,,,,
-2147481552,128,,,-2147483648,0,-32763,6280,,1,6,,3,Available,Sites #100-128 (30),Small trailer / pop-up,-2147483613,Campsite (less than 100m),,No,,,,,No,,Regular Rate,,Centre,Soil,,1,2,,Uneven,,Poor,Yes,Average,,,,Non-Electric,,8.0,No Shade/Full Sun,20.0,,,,https://reservations.ontarioparks.ca/images/85cb7505-286a-4589-9960-81bc35bdc5e9.jpg,https://reservations.ontarioparks.ca/images/2d218407-ed92-40ee-b559-3d343e780b97.jpg,,,,
-2147481961,200,,,-2147483648,0,-32348,6290,,1,6,,6,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Demand Rate,,Back Left,Soil,,1,2,16.0,Moderate,,Average,,Good,,,,Electric,,20.0,Partial Shade - PM Sun,17.0,,,,https://reservations.ontarioparks.ca/images/b34377b9-7048-4a99-886e-7e6a53565724.jpg,https://reservations.ontarioparks.ca/images/981ecb41-d89f-4ae5-9b94-938b54aecc32.jpg,https://reservations.ontarioparks.ca/images/318426a7-b5cb-4c1b-b2fe-f2d8d705bfeb.jpg,,,
-2147481737,201,,,-2147483648,0,-32348,6300,,1,6,,4,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Demand Rate,,Back Left,"Grass, Soil",,1,2,12.0,Moderate,,Average,,Good,,,,Electric,,20.0,Partial Shade - PM Sun,14.0,,,,https://reservations.ontarioparks.ca/images/10188cfe-d731-4dc2-bc9d-869d0f5f6a89.jpg,https://reservations.ontarioparks.ca/images/dca2326b-a1d1-44dd-a8dd-bb0cfda8deab.jpg,,,,
-2147481657,202,,,-2147483648,0,-32348,6310,,1,6,,3,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Demand Rate,,Back Centre,"Grass, Soil",,1,2,12.0,Slight,,Average,,Good,,,,Electric,,20.0,Partial Shade - PM Sun,21.0,,,,https://reservations.ontarioparks.ca/images/1f656734-ea25-4b76-9ebb-dc9f71c40fbb.jpg,,,,,
-2147481748,203,,,-2147483648,0,-32348,6320,,1,6,,4,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Demand Rate,,Back Left,"Grass, Soil",,1,2,23.0,Slight,,Average,,Good,,,,Electric,,20.0,Partial Shade - PM Sun,17.0,,,,https://reservations.ontarioparks.ca/images/6130e43c-2d95-457f-a582-914a2394295b.jpg,https://reservations.ontarioparks.ca/images/6563c47a-55c6-4473-bf8b-96c7ba8436cd.jpg,,,,
-2147481780,204,,,-2147483648,0,-32348,6330,,1,6,,4,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Demand Rate,,Back Left,"Grass, Soil",,1,2,12.0,Slight,,Average,,Good,,,,Electric,,20.0,Partial Shade - PM Sun,15.0,,,,https://reservations.ontarioparks.ca/images/0b791676-4715-4870-a090-f84375a6d0d7.jpg,https://reservations.ontarioparks.ca/images/71e91a7f-6cd2-41eb-a4a2-9f2f5ea318e2.jpg,https://reservations.ontarioparks.ca/images/15c6cb44-662a-4408-8a0a-7e942a43bf33.jpg,,,
-2147481627,205,,,-2147483648,0,-32348,6340,,1,6,,4,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Demand Rate,,Back Left,"Grass, Soil",,1,2,16.0,,,Average,,Good,,,,Electric,,20.0,Partial Shade - PM Sun,13.0,,,,https://reservations.ontarioparks.ca/images/6001e1bb-976f-435e-ab23-21835a430ead.jpg,https://reservations.ontarioparks.ca/images/01ea5de7-4cc9-42c3-9015-c30fc855c2d8.jpg,,,,
-2147481572,206,,,-2147483648,0,-32348,6350,,1,6,,4,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Demand Rate,,Back Left,"Grass, Soil",,1,2,9.0,,,Average,,Good,,,,Electric,,20.0,Partial Shade - PM Sun,13.0,,,,https://reservations.ontarioparks.ca/images/63e81f78-2268-47c8-afb1-5c7c82c96968.jpg,https://reservations.ontarioparks.ca/images/ed3077fe-65bd-4354-90e8-788657d2d11b.jpg,,,,
-2147481951,207,,,-2147483648,0,-32348,6360,,1,6,,4,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Demand Rate,,Back Centre,"Grass, Soil",,1,2,13.0,Uneven,,Average,,Good,,,,Electric,,20.0,Partial Shade - PM Sun,14.0,,,,https://reservations.ontarioparks.ca/images/e8d95ce5-c36c-4ac5-a563-4078b1fc0686.jpg,,,,,
-2147481705,208,,,-2147483648,0,-32348,6370,,1,6,,4,Available,Sites #200-416 (93),Small trailer / pop-up,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Demand Rate,,Back Left,"Grass, Soil",,1,2,12.0,Slight,,Average,,Average,,,,Electric,,14.0,Partial Shade - AM Sun,14.0,,,,https://reservations.ontarioparks.ca/images/113f3253-790f-4ef0-b4b0-7436743d00ef.jpg,https://reservations.ontarioparks.ca/images/3bf6740a-703d-40ef-ae0d-c21463f452e7.jpg,,,,
-2147481633,209,,,-2147483648,0,-32686,6380,,1,6,,3,Available,Sites #200-416 (93),Small trailer / pop-up,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Premium Rate,,Back Centre,"Grass, Soil",,1,2,9.0,Slight,,Average,,Average,,,,Electric,,14.0,Partial Shade - AM Sun,17.0,,,,https://reservations.ontarioparks.ca/images/e88b1b83-aee8-4d64-90c4-ad6104eabdcd.jpg,https://reservations.ontarioparks.ca/images/b73a8a3a-ca63-484c-b73e-e42ee543d49b.jpg,,,,
-2147481574,210,,,-2147483648,0,-32348,6390,,1,6,,4,Available,Sites #200-416 (93),Small trailer / pop-up,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Demand Rate,,Back Left,"Grass, Soil",,1,2,9.0,Slight,,Average,,Average,,,,Electric,,13.0,Partial Shade - AM Sun,18.0,,,,https://reservations.ontarioparks.ca/images/1c253269-e2c5-4f1c-a4be-872d4c840db3.jpg,https://reservations.ontarioparks.ca/images/cdd28e5c-db08-4499-81aa-7e1a9a6a20cc.jpg,,,,
-2147481735,211,,,-2147483648,0,-32686,6400,,1,6,,3,Available,Sites #200-416 (93),Small trailer / pop-up,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Premium Rate,,Back Left,"Grass, Soil",,1,2,9.0,Slight,,Average,,Average,,,,Electric,,13.0,Partial Shade - AM Sun,14.0,,,,https://reservations.ontarioparks.ca/images/cfb42663-2ce7-43b8-a03a-afa135f1c028.jpg,https://reservations.ontarioparks.ca/images/ad6d6079-56f9-44da-b309-e472d7c76b0f.jpg,https://reservations.ontarioparks.ca/images/41dfbfaa-abfd-4302-92f0-8da6b17edb1d.jpg,,,
-2147481604,212,,,-2147483648,0,-32686,6410,,1,6,,3,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,"Comfort Station, Campsite (less than 100m)",,No,,"Above Avg. Vehicular Traffic, Corner Site",,,No,15/30 Amps,Premium Rate,,Middle Left,"Grass, Soil",,1,2,8.0,Moderate,,Poor,Yes,Average,,,,Electric,,20.0,Partial Shade - PM Sun,21.0,,,,https://reservations.ontarioparks.ca/images/e8415c22-b7ee-4aed-8f6d-66725712fa83.jpg,https://reservations.ontarioparks.ca/images/c1062f93-67d6-4375-bca6-38fcf9a32cd6.jpg,,,,
-2147481854,213,,,-2147483648,0,-32686,6420,,1,6,,3,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,Campsite (less than 100m),,No,,Above Avg. Vehicular Traffic,,,No,15/30 Amps,Premium Rate,,Middle Right,"Grass, Soil",,1,2,8.0,Moderate,,Average,Yes,Good,,,,Electric,,20.0,Partial Shade - PM Sun,15.0,,,,https://reservations.ontarioparks.ca/images/686a3d61-0922-4b85-b4c9-df0802422f29.jpg,https://reservations.ontarioparks.ca/images/a2d59f37-e1f6-4ef8-a961-4f9dd448794d.jpg,,,,
-2147481708,214,,,-2147483648,0,-32686,6430,,1,6,,3,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Premium Rate,,Front Left,"Grass, Soil",Tree(s),1,2,4.0,Moderate,,Good,Yes,Good,,,,Electric,,20.0,Partial Shade - PM Sun,26.0,,,,https://reservations.ontarioparks.ca/images/264cd2c9-55f4-405b-9490-9b184f9a3a21.jpg,https://reservations.ontarioparks.ca/images/00237684-5968-465f-87d5-1ac47af7db7d.jpg,,,,
