resourceId,name,area,description,resourceCategoryId,resourceModel,feeScheduleId,order,maxStay,minCapacity,maxCapacity,zoneCapacity,allowedEquipment,availability,campground,equipmentBucket,mapIds,Adjacent To,Alcohol Permitted,Barrier Free,Charcoal Barbeque,Conditions,Cooking Facilities,Dogs Allowed,Double Site,Electrical Service,Fee Type,Fire Pit Available,Fire Pit Location,Ground Cover,Obstructions,Off-Site Vehicle Parking,On-Site Vehicle Parking,Outlet Distance (m),Pad Slope,Park-Private,Privacy,Pull-through,Quality,Restrictions,Roofed Barrier Free,Rooms,Service Type,Shower Type,Site Length (m),Site Shade,Site Width (m),Sleeping Configuration,Toilet,Water Tap,photo1,photo2,photo3,photo4,photo5,photo6
-2147481952,265,,,-2147483648,0,-32764,6940,,1,6,,4,Available,Sites #200-416 (93),Small trailer / pop-up,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Front Left,"Grass, Soil",,1,2,9.0,,,Poor,Yes,Average,,,,Electric,,12.0,Partial Shade - PM Sun,22.0,,,,https://reservations.ontarioparks.ca/images/7660305b-dcea-418a-afb0-30f92b1e7807.jpg,https://reservations.ontarioparks.ca/images/09120d19-905e-41e1-b46b-083ec5d3e0a3.jpg,,,,
-2147482002,266,,,-2147483648,0,-32764,6950,,1,6,,6,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,Campsite (less than 100m),,No,,Above Avg. Vehicular Traffic,,,No,15/30 Amps,Regular Rate,,Back Right,"Grass, Soil",,1,2,21.0,,,Average,,Average,,,,Electric,,15.0,Partial Shade - PM Sun,17.0,,,,https://reservations.ontarioparks.ca/images/545ab95d-5fa6-45fc-afbf-9f5b08471957.jpg,https://reservations.ontarioparks.ca/images/2b4c214e-39d0-4334-acfa-75a33d6d9b36.jpg,,,,
-2147481560,267,,,-2147483648,0,-32764,6960,,1,6,,4,Available,Sites #200-416 (93),Small trailer / pop-up,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Back Centre,"Grass, Soil",,1,2,9.0,,,Poor,Yes,Average,,,,Electric,,12.0,Partial Shade - PM Sun,18.0,,,,https://reservations.ontarioparks.ca/images/34b5d07b-3225-4065-a290-457f24725a8d.jpg,,,,,
-2147481930,268,,,-2147483648,0,-32764,6970,,1,6,,6,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,Campsite (less than 100m),,No,,Above Avg. Vehicular Traffic,,,No,15/30 Amps,Regular Rate,,Front Left,"Grass, Soil",,1,2,16.0,,,Average,,Average,,,,Electric,,15.0,Partial Shade - PM Sun,23.0,,,,https://reservations.ontarioparks.ca/images/9c8f846a-b55a-4b5d-96eb-d43511338218.jpg,https://reservations.ontarioparks.ca/images/0100acce-ff5d-41b2-ada9-82e3444f5aa5.jpg,,,,
-2147481929,269,,,-2147483648,0,-32764,6980,,1,6,,4,Available,Sites #200-416 (93),Small trailer / pop-up,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Centre,"Grass, Soil",,1,2,9.0,,,Poor,Yes,Average,,,,Electric,,12.0,Partial Shade - PM Sun,20.0,,,,https://reservations.ontarioparks.ca/images/bac8b3ef-3f26-447e-ba28-0a82e16e326e.jpg,https://reservations.ontarioparks.ca/images/00bac522-be14-4574-9671-5ceef32d7442.jpg,,,,
-2147481635,270,,,-2147483648,0,-32764,6990,,1,6,,6,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,Campsite (less than 100m),,No,,Above Avg. Vehicular Traffic,,,No,15/30 Amps,Regular Rate,,Back Right,"Grass, Soil",,1,2,16.0,,,Average,No,Average,,,,Electric,,15.0,Partial Shade - PM Sun,13.0,,,,https://reservations.ontarioparks.ca/images/53045212-ae0b-4834-bab9-6bee2d9a8dd3.jpg,,,,,
-2147481808,271,,,-2147483648,0,-32764,7000,,1,6,,4,Available,Sites #200-416 (93),Small trailer / pop-up,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Back Right,"Grass, Soil",,1,2,9.0,,,Poor,Yes,Average,,,,Electric,,12.0,Partial Shade - PM Sun,20.0,,,,https://reservations.ontarioparks.ca/images/8ab1c52e-adeb-41de-8e23-71a013dacdc0.jpg,https://reservations.ontarioparks.ca/images/0d25055d-31ca-4835-9bb5-787a4cf2e63f.jpg,,,,
-2147481980,272,,,-2147483648,0,-32764,7010,,1,6,,6,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,Campsite (less than 100m),,No,,Above Avg. Vehicular Traffic,,,No,15/30 Amps,Regular Rate,,Front Left,"Grass, Soil",,1,2,16.0,,,Average,No,Average,,,,Electric,,15.0,Partial Shade - PM Sun,18.0,,,,https://reservations.ontarioparks.ca/images/90db386f-cdb0-4b5d-a43c-c26a29115e4d.jpg,https://reservations.ontarioparks.ca/images/f8acae80-2ec0-4789-b8af-ad90ca1d6def.jpg,,,,
-2147481859,273,,,-2147483648,0,-32764,7020,,1,6,,4,Available,Sites #200-416 (93),Small trailer / pop-up,-2147483612,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Middle Left,"Grass, Soil",,1,2,12.0,,,Poor,Yes,Average,,,,Electric,,12.0,Partial Shade - PM Sun,18.0,,,,https://reservations.ontarioparks.ca/images/d3aa111d-b7b1-4d58-9b5e-b5d3e1af314d.jpg,https://reservations.ontarioparks.ca/images/3eea78e1-339e-4906-8a7b-3057cd535e35.jpg,,,,
-2147481728,274,,,-2147483648,0,-32764,7030,,1,6,,6,Available,Sites #200-416 (93),Trailer / motorhome,-2147483612,Campsite (less than 100m),,No,,Above Avg. Vehicular Traffic,,,No,15/30 Amps,Regular Rate,,Front Right,"Grass, Soil",,1,2,16.0,,,Average,,Average,,,,Electric,,15.0,Partial Shade - PM Sun,20.0,,,,https://reservations.ontarioparks.ca/images/ec25d2ed-892e-462e-b4a6-9b6ca9df55bd.jpg,https://reservations.ontarioparks.ca/images/4f0bfff8-a1cc-4e5e-a2c4-8b6527e8b288.jpg,,,,
-2147481905,275,,,-2147483648,0,-32764,7040,,1,6,,4,Available,Sites #200-416 (93),Small trailer / pop-up,-2147483612,Campsite (less than 100m),,No,,"Above Avg. Vehicular Traffic, Corner Site",,,No,15/30 Amps,Regular Rate,,Back Left,"Grass, Soil",,1,2,9.0,,,Poor,,Average,,,,Electric,,15.0,Partial Shade - PM Sun,20.0,,,,https://reservations.ontarioparks.ca/images/b515a166-9192-4b1a-89b1-14d64f7cf7ba.jpg,https://reservations.ontarioparks.ca/images/f6b4956c-f9bf-4a9c-a4cb-588e47f48b37.jpg,,,,
-2147481647,300,,Open to site 301.,-2147483648,0,-32686,7050,,1,6,,4,Available,Sites #300-456 (91),Small trailer / pop-up,-2147483611,Campsite (less than 100m),,No,,Above Avg. Vehicular Traffic,,,No,15/30 Amps,Premium Rate,,Back Centre,Soil,,1,2,9.0,,,Average,,Average,,,,Electric,,17.0,Partial Shade - PM Sun,20.0,,,,https://reservations.ontarioparks.ca/images/479b9e31-fe7b-414f-a3e6-5d8e9dce5b8f.jpg,https://reservations.ontarioparks.ca/images/72d28139-c219-415c-9369-aa48f603219d.jpg,https://reservations.ontarioparks.ca/images/1e35ba05-e705-4eea-a2e6-4602760539a6.jpg,,,
-2147481598,301,,Open to site 300.,-2147483648,0,-32686,7060,,1,6,,4,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,Above Avg. Vehicular Traffic,,,No,15/30 Amps,Premium Rate,,Middle Left,"Soil, Rock(s)",,1,2,9.0,Slight,,Average,,Average,,,,Electric,,20.0,Partial Shade - PM Sun,17.0,,,,https://reservations.ontarioparks.ca/images/e539201f-70e1-4417-aa6c-9ed0fdb83fa2.jpg,https://reservations.ontarioparks.ca/images/37442906-4a36-4fb0-8d49-48e644cb5242.jpg,,,,
-2147481908,302,,,-2147483648,0,-32686,7070,,1,6,,2,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,Corner Site,,,No,15/30 Amps,Premium Rate,,Back Left,"Grass, Soil",,1,2,18.0,Moderate,,Average,Yes,Good,,,,Electric,,18.0,Partial Shade - PM Sun,25.0,,,,https://reservations.ontarioparks.ca/images/35020458-5262-4b24-a2c3-9cba40935141.jpg,https://reservations.ontarioparks.ca/images/4e9f5c8f-011c-4342-8230-e5f2dda763a1.jpg,https://reservations.ontarioparks.ca/images/cf3643c2-4af6-4466-8039-9a224d099a3c.jpg,,,
-2147481766,303,,,-2147483648,0,-32686,7080,,1,6,,2,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Premium Rate,,Back Centre,"Grass, Soil",,1,2,12.0,Slight,,Average,Yes,Good,,,,Electric,,20.0,Partial Shade - PM Sun,23.0,,,,https://reservations.ontarioparks.ca/images/75e0df57-8274-4362-9822-08c5a00e428a.jpg,https://reservations.ontarioparks.ca/images/3fa0ce78-2b27-4f42-bec5-7f5928afac64.jpg,,,,
-2147481901,304,,,-2147483648,0,-32686,7090,,1,6,,2,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Premium Rate,,Back Left,"Grass, Soil",,1,2,16.0,Moderate,,Average,Yes,Good,,,,Electric,,20.0,Partial Shade - PM Sun,25.0,,,,https://reservations.ontarioparks.ca/images/16c7b1b6-da38-4c40-80cc-c57ffc6be42a.jpg,https://reservations.ontarioparks.ca/images/8e59052d-98ff-456c-b25b-fd3bab0eb984.jpg,,,,
-2147482009,305,,,-2147483648,0,-32686,7100,,1,6,,2,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Premium Rate,,Middle Left,"Grass, Soil",,1,2,16.0,Moderate,,Average,Yes,Good,,,,Electric,,22.0,Partial Shade - PM Sun,33.0,,,,https://reservations.ontarioparks.ca/images/5b890b8e-5099-4623-b07e-babe99f0e9eb.jpg,https://reservations.ontarioparks.ca/images/c1c76d88-56b2-4607-9759-bd896261800b.jpg,,,,
-2147481753,306,,,-2147483648,0,-32686,7110,,1,6,,2,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Premium Rate,,Back Centre,"Grass, Soil",,1,2,8.0,Moderate,,Average,Yes,Good,,,,Electric,,22.0,Partial Shade - PM Sun,18.0,,,,https://reservations.ontarioparks.ca/images/11de9ddd-aa00-4ede-9530-2773126f0a4a.jpg,https://reservations.ontarioparks.ca/images/ecd4bf1f-4f7e-4224-b417-ffb24f1d90e6.jpg,,,,
-2147481622,307,,,-2147483648,0,-32764,7120,,1,6,,4,Available,Sites #300-456 (91),Small trailer / pop-up,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Middle Left,"Grass, Soil",,1,2,7.0,Slight,,Poor,Yes,Average,,,,Electric,,13.0,No Shade/Full Sun,21.0,,,,https://reservations.ontarioparks.ca/images/8ba6ab1a-a785-4a9d-899e-404f9f669d6f.jpg,https://reservations.ontarioparks.ca/images/a22865b9-405c-41e1-8168-ccc358eaf234.jpg,,,,
-2147481653,308,,,-2147483648,0,-32764,7130,,1,6,,1,Available,Sites #300-456 (91),Tent only,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Back Centre,"Grass, Soil",,1,2,11.0,Slight,,Poor,Yes,Average,,,,Electric,,17.0,No Shade/Full Sun,20.0,,,,https://reservations.ontarioparks.ca/images/7343ffe1-1d84-4ef2-8578-fab2ed4185b2.jpg,https://reservations.ontarioparks.ca/images/51e279ed-889d-459c-98d6-7acaad73445c.jpg,,,,
-2147481953,309,,,-2147483648,0,-32764,7140,,1,6,,4,,Sites #300-456 (91),Small trailer / pop-up,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Front Right,"Grass, Soil",,1,2,9.0,Slight,,Poor,Yes,Average,,,,Electric,,13.0,No Shade/Full Sun,12.0,,,,https://reservations.ontarioparks.ca/images/46f0b80b-6983-4827-a9d1-73b10281f2a4.jpg,https://reservations.ontarioparks.ca/images/0c14e150-9cd2-47d7-9cf5-3d837523ced3.jpg,,,,
-2147481516,310,,,-2147483648,0,-32686,7150,,1,6,,1,Available,Sites #300-456 (91),Tent only,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Premium Rate,,Middle Left,"Grass, Soil",,1,2,14.0,Slight,,Poor,Yes,Average,,,,Electric,,17.0,No Shade/Full Sun,27.0,,,,https://reservations.ontarioparks.ca/images/769addc1-1d67-42b5-9838-629a3a04edd8.jpg,,,,,
-2147481812,311,,,-2147483648,0,-32764,7160,,1,6,,4,Available,Sites #300-456 (91),Small trailer / pop-up,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Front Left,"Grass, Soil",,1,2,9.0,,,Poor,Yes,Average,,,,Electric,,13.0,No Shade/Full Sun,17.0,,,,https://reservations.ontarioparks.ca/images/a6cb56f6-8d87-418a-8b54-1c3503b12ea1.jpg,https://reservations.ontarioparks.ca/images/32685f5c-96e2-4a8c-baa1-61e82e50f324.jpg,,,,
-2147481825,312,,,-2147483648,0,-32764,7170,,1,6,,1,Available,Sites #300-456 (91),Tent only,-2147483611,"Water Tap, Campsite (less than 100m)",,No,,,,,No,15/30 Amps,Regular Rate,,Back Right,"Grass, Soil",,1,2,14.0,Slight,,Poor,Yes,Average,,,,Electric,,17.0,No Shade/Full Sun,18.0,,,,https://reservations.ontarioparks.ca/images/ab75d227-7a55-422d-982a-32d360af7dc5.jpg,https://reservations.ontarioparks.ca/images/f26af7e3-a864-4bb1-97b8-527af30138dc.jpg,,,,
-2147481695,313,,,-2147483648,0,-32764,7180,,1,6,,4,Available,Sites #300-456 (91),Small trailer / pop-up,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Centre,"Grass, Soil",,1,2,10.0,Slight,,Poor,Yes,Average,,,,Electric,,13.0,No Shade/Full Sun,20.0,,,,https://reservations.ontarioparks.ca/images/592c5a6d-9479-45a6-964e-ac8a0e01cb9b.jpg,https://reservations.ontarioparks.ca/images/b0cccb47-8bfe-48a8-9b28-23a38d590544.jpg,,,,
-2147481818,314,,,-2147483648,0,-32764,7190,,1,6,,1,Available,Sites #300-456 (91),Tent only,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Centre,"Grass, Soil",,1,2,17.0,Slight,,Poor,Yes,Average,,,,Electric,,17.0,No Shade/Full Sun,24.0,,,,https://reservations.ontarioparks.ca/images/6c5fa722-e9d2-4611-a0e4-5f4b34fbc311.jpg,https://reservations.ontarioparks.ca/images/1582bd72-72a3-41b9-89e0-359436a0ad53.jpg,,,,
-2147481730,315,,,-2147483648,0,-32764,7200,,1,6,,4,Available,Sites #300-456 (91),Small trailer / pop-up,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Centre,"Grass, Soil",,1,2,14.0,,,Poor,Yes,Average,,,,Electric,,13.0,No Shade/Full Sun,30.0,,,,https://reservations.ontarioparks.ca/images/1a9ba4d3-5ee0-4772-b858-54575e3e1b45.jpg,https://reservations.ontarioparks.ca/images/08821061-6982-49d6-a21b-74c3df1eb9d5.jpg,,,,
-2147481774,316,,,-2147483648,0,-32764,7210,,1,6,,1,Available,Sites #300-456 (91),Tent only,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Middle Left,"Grass, Soil",,1,2,9.0,Slight,,Poor,Yes,Average,,,,Electric,,15.0,No Shade/Full Sun,27.0,,,,https://reservations.ontarioparks.ca/images/cd3bea07-47d1-4037-abfb-b316bf87fac2.jpg,https://reservations.ontarioparks.ca/images/31fbcd3b-dffb-41e4-9d0f-3a1f0d5f7ce6.jpg,,,,
-2147481985,317,,,-2147483648,0,-32764,7220,,1,6,,4,Available,Sites #300-456 (91),Small trailer / pop-up,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Middle Right,"Grass, Soil",,1,2,11.0,,,Poor,Yes,Average,,,,Electric,,13.0,No Shade/Full Sun,23.0,,,,https://reservations.ontarioparks.ca/images/5c8f24c8-3a36-49dd-a543-9510d64d2013.jpg,https://reservations.ontarioparks.ca/images/34f9bb52-01be-44bf-977f-061c25a8c626.jpg,,,,
-2147482013,318,,,-2147483648,0,-32764,7230,,1,6,,6,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Middle Left,"Grass, Soil",,1,2,12.0,Uneven,,Poor,,Average,,,,Electric,,17.0,No Shade/Full Sun,20.0,,,,https://reservations.ontarioparks.ca/images/2f0eeb04-bd2b-4ab7-a7bc-ed16ee570aad.jpg,https://reservations.ontarioparks.ca/images/44cdf723-7627-4834-b72a-a80a82d1f890.jpg,,,,
-2147481539,319,,,-2147483648,0,-32764,7240,,1,6,,4,Available,Sites #300-456 (91),Small trailer / pop-up,-2147483611,Campsite (less than 100m),,No,,Corner Site,,,No,15/30 Amps,Regular Rate,,Back Left,Soil,,1,2,12.0,,,Average,,Average,,,,Electric,,15.0,No Shade/Full Sun,15.0,,,,https://reservations.ontarioparks.ca/images/37d0ea05-3a23-4a43-9f23-d096d806096a.jpg,https://reservations.ontarioparks.ca/images/58e22379-1258-4323-bfeb-e5822ea64463.jpg,,,,
-2147481586,320,,,-2147483648,0,-32764,7250,,1,6,,4,Available,Sites #300-456 (91),Small trailer / pop-up,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Middle Left,Soil,,1,2,13.0,,,Average,,Average,,,,Electric,,11.0,No Shade/Full Sun,12.0,,,,https://reservations.ontarioparks.ca/images/862a590e-5619-4593-a114-43ff4bf09c18.jpg,https://reservations.ontarioparks.ca/images/d1d4be1e-456f-4530-ba7a-1219e1e991f1.jpg,,,,
-2147481830,321,,,-2147483648,0,-32764,7260,,1,6,,4,Available,Sites #300-456 (91),Small trailer / pop-up,-2147483611,Campsite (less than 100m),,Yes,,,,,No,15/30 Amps,Regular Rate,,Back Centre,Soil,,1,2,14.0,,,Poor,,Average,,,,Electric,,16.0,No Shade/Full Sun,14.0,,,,https://reservations.ontarioparks.ca/images/fcdd7d26-6506-4810-b546-3dc72b45a583.png,https://reservations.ontarioparks.ca/images/4c249038-cade-4390-8a5d-a339aae369e5.jpg,https://reservations.ontarioparks.ca/images/968966a0-1bf1-4dae-b836-305d7a464483.jpg,,,
-2147481793,322,,,-2147483648,0,-32764,7270,,1,6,,4,Available,Sites #300-456 (91),Small trailer / pop-up,-2147483611,Campsite (less than 100m),,No,,Above Avg. Vehicular Traffic,,,No,15/30 Amps,Regular Rate,,Front Centre,"Gravel, Grass, Soil",,1,2,12.0,Uneven,,Poor,,Average,,,,Electric,,14.0,No Shade/Full Sun,22.0,,,,https://reservations.ontarioparks.ca/images/73854558-cd51-417d-9219-7dfe95187a60.jpg,,,,,
-2147482023,323,,,-2147483648,0,-32764,7280,,1,6,,4,Available,Sites #300-456 (91),Small trailer / pop-up,-2147483611,Campsite (less than 100m),,No,,Above Avg. Vehicular Traffic,,,No,15/30 Amps,Regular Rate,,Back Right,"Grass, Soil",,1,2,8.0,,,Poor,,Average,,,,Electric,,12.0,No Shade/Full Sun,18.0,,,,https://reservations.ontarioparks.ca/images/08380acf-cf71-46ae-9d10-ecc4d70d41dd.jpg,,,,,
-2147481816,324,,,-2147483648,0,-32764,7290,,1,6,,4,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,Above Avg. Vehicular Traffic,,,No,15/30 Amps,Regular Rate,,Back Right,"Gravel, Grass, Soil",,1,2,11.0,,,Poor,,Average,,,,Electric,,21.0,No Shade/Full Sun,12.0,,,,https://reservations.ontarioparks.ca/images/13742a21-c369-4d56-9ced-1a55f4f4ae30.jpg,,,,,
-2147481557,325,,,-2147483648,0,-32764,7300,,1,6,,7,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Middle Right,"Grass, Soil",,1,2,15.0,,,Poor,,Average,,,,Electric,,11.0,No Shade/Full Sun,23.0,,,,https://reservations.ontarioparks.ca/images/475acd51-eb8b-4122-8799-d21e348aa6e4.jpg,https://reservations.ontarioparks.ca/images/b9e15ca8-4d24-4de0-8395-41b754f4c213.jpg,https://reservations.ontarioparks.ca/images/9863990c-014d-4de1-9b6b-6daef04b3620.jpg,,,
-2147481706,326,,,-2147483648,0,-32764,7310,,1,6,,6,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,"Water Tap, Campsite (less than 100m)",,No,,Corner Site,,,No,15/30 Amps,Regular Rate,,Centre,"Grass, Soil",,1,2,16.0,,,Poor,,Average,,,,Electric,,17.0,No Shade/Full Sun,26.0,,,,https://reservations.ontarioparks.ca/images/1ef9a0c6-2439-4437-b8b8-d301de14f789.jpg,https://reservations.ontarioparks.ca/images/548235cb-dac2-4f01-82fd-58dd9be4e610.jpg,https://reservations.ontarioparks.ca/images/1a87961e-58d6-44be-b4f9-c5337560936b.jpg,https://reservations.ontarioparks.ca/images/b231808f-9383-4cf3-9e7b-df41693dec7e.jpg,,
-2147481518,327,,,-2147483648,0,-32764,7320,,1,6,,6,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Back Left,"Grass, Soil",,1,2,10.0,,,Poor,,Average,,,,Electric,,12.0,No Shade/Full Sun,13.0,,,,https://reservations.ontarioparks.ca/images/c9a5fc5a-32e8-4bb1-be99-67806d4e0f43.jpg,https://reservations.ontarioparks.ca/images/831c9f66-bb89-48d4-8d45-12a2d880fc71.jpg,,,,
-2147481822,328,,,-2147483648,0,-32764,7330,,1,6,,6,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Centre,"Grass, Soil",,1,2,10.0,,,Poor,Yes,Average,,,,Electric,,17.0,No Shade/Full Sun,18.0,,,,https://reservations.ontarioparks.ca/images/753cb8c5-a76b-4419-a38d-68f45bd81000.jpg,,,,,
-2147481981,329,,,-2147483648,0,-32764,7340,,1,6,,6,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Back Left,"Grass, Soil",,1,2,14.0,,,Poor,,Average,,,,Electric,,12.0,No Shade/Full Sun,12.0,,,,https://reservations.ontarioparks.ca/images/5eeafcbf-458f-43d1-9164-c79d87ae5255.jpg,https://reservations.ontarioparks.ca/images/a7c3579f-e101-4d79-b292-25718044799e.jpg,,,,
-2147481826,330,,,-2147483648,0,-32764,7350,,1,6,,6,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Back Left,"Grass, Soil",,1,2,12.0,,,Poor,Yes,Average,,,,Electric,,17.0,No Shade/Full Sun,21.0,,,,https://reservations.ontarioparks.ca/images/acd88612-df3d-41ff-9777-f6c11bf6c520.jpg,https://reservations.ontarioparks.ca/images/2bb15dcd-eade-4696-a258-7a1ba364eeb7.jpg,,,,
-2147481759,331,,,-2147483648,0,-32764,7360,,1,6,,7,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Middle Left,"Grass, Soil",,1,2,6.0,,,Poor,,Average,,,,Electric,,12.0,No Shade/Full Sun,25.0,,,,https://reservations.ontarioparks.ca/images/284772bb-5987-4957-a97b-928af3748c29.jpg,https://reservations.ontarioparks.ca/images/98c61009-ee09-40b2-8f3c-a55b8cfba8b2.jpg,,,,
-2147481526,332,,,-2147483648,0,-32764,7370,,1,6,,6,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Centre,"Grass, Soil",,1,2,8.0,Uneven,,Poor,Yes,Average,,,,Electric,,17.0,No Shade/Full Sun,20.0,,,,https://reservations.ontarioparks.ca/images/ff334810-6562-469e-8c60-a0d39318256b.jpg,https://reservations.ontarioparks.ca/images/4b9fea7c-cf84-425d-8956-4fd634896f2c.jpg,,,,
-2147481869,333,,,-2147483648,0,-32764,7380,,1,6,,6,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Middle Left,"Grass, Soil",,1,2,19.0,,,Poor,,Average,,,,Electric,,12.0,No Shade/Full Sun,13.0,,,,https://reservations.ontarioparks.ca/images/91eb0fc8-5c40-464d-b38a-1c2f184c6b1a.jpg,https://reservations.ontarioparks.ca/images/531ada65-fa2f-4d05-a037-b11f057bb6ef.jpg,,,,
-2147481573,334,,,-2147483648,0,-32764,7390,,1,6,,6,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Centre,"Grass, Soil",,1,2,10.0,,,Poor,Yes,Average,,,,Electric,,17.0,No Shade/Full Sun,17.0,,,,https://reservations.ontarioparks.ca/images/3aa194c3-b1d7-4e6c-90e6-9e1e615a46bf.jpg,https://reservations.ontarioparks.ca/images/7dee6f85-6ea3-401d-9460-ddd5fac37c6a.jpg,,,,
-2147481743,335,,,-2147483648,0,-32764,7400,,1,6,,7,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Back Centre,"Grass, Soil",,1,2,9.0,,,Poor,,Average,,,,Electric,,12.0,No Shade/Full Sun,20.0,,,,https://reservations.ontarioparks.ca/images/5fb6ac0b-201a-4aee-af28-9ac3f8d7f821.jpg,https://reservations.ontarioparks.ca/images/a37400a6-310d-41aa-a0c3-e1cfe3c43a4f.jpg,,,,
-2147481614,336,,,-2147483648,0,-32764,7410,,1,6,,6,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Regular Rate,,Centre,"Grass, Soil",,1,2,10.0,,,Poor,Yes,Average,,,,Electric,,17.0,No Shade/Full Sun,15.0,,,,https://reservations.ontarioparks.ca/images/7c89b8ea-dec2-47fc-b1bb-985e9685fe79.jpg,https://reservations.ontarioparks.ca/images/3ec582e7-b7ac-41ac-b1cf-943cd19bd746.jpg,,,,
-2147481989,337,,,-2147483648,0,-32348,7420,,1,6,,7,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Demand Rate,,Back Left,"Grass, Soil",,1,2,16.0,,,Average,,Good,,,,Electric,,20.0,Partial Shade - PM Sun,12.0,,,,https://reservations.ontarioparks.ca/images/95c19906-93bc-4ea1-81fa-05111541bf1c.jpg,https://reservations.ontarioparks.ca/images/0f5c39fd-5cb2-4217-a81a-659295eada69.jpg,,,,
-2147481619,338,,,-2147483648,0,-32686,7430,,1,6,,7,Available,Sites #300-456 (91),Trailer / motorhome,-2147483611,Campsite (less than 100m),,No,,,,,No,15/30 Amps,Premium Rate,,Back Centre,"Grass, Soil",,1,2,12.0,,,Average,,Good,,,,Electric,,20.0,Partial Shade - PM Sun,15.0,,,,https://reservations.ontarioparks.ca/images/e479c071-45be-4c28-9479-353919de73c0.jpg,https://reservations.ontarioparks.ca/images/33545a5a-c599-488e-ae76-d6cb6bf7e2b9.jpg,,,,
